Momentum (GeV/c),Theta (Deg),Eta,Delta p / p,DCA-rPhi [um],DCA-z [um]
0.5000,30.4890,1.300000,0.00609,123.54363,249.29769
0.5000,29.0670,1.350000,0.00649,130.43337,278.28322
0.5000,27.7050,1.400000,0.00693,137.46061,311.14912
0.5000,26.4020,1.450000,0.00739,144.59521,348.39769
0.5000,25.1570,1.500000,0.00788,151.64571,390.5844
0.5000,23.9660,1.550000,0.00623,157.32434,421.49797
0.5000,22.8290,1.600000,0.00661,162.21406,473.60823
0.5000,21.7430,1.650000,0.00701,166.34373,532.70585
0.5000,20.7060,1.700000,0.00743,169.58836,599.74472
0.5000,19.7160,1.750000,0.00788,175.82047,714.98844
0.5000,18.7720,1.800000,0.00674,174.77447,761.37999
0.5000,17.8720,1.850000,0.00713,176.30489,859.20292
0.5000,17.0130,1.900000,0.00754,177.9632,970.29356
0.5000,16.1950,1.950000,0.00797,179.32519,1096.20447
0.5000,15.4150,2.000000,0.00843,181.19371,1239.14001
0.5000,14.6710,2.050000,0.00959,197.567,1723.85457
0.5000,13.9630,2.100000,0.01008,202.78012,1895.14159
0.5000,13.2880,2.150000,0.01059,210.20428,2090.65728
0.5000,12.6460,2.200000,0.01113,219.90898,2313.27555
0.5000,12.0330,2.250000,0.0117,231.84818,2567.74931
0.5000,11.4510,2.300000,0.0123,247.51307,2856.94252
0.5000,10.8960,2.350000,0.01293,267.21925,3186.94434
0.5000,10.3670,2.400000,0.01359,291.6648,3563.35794
0.5000,9.8640,2.450000,0.01428,320.44692,3991.59654
0.5000,9.3850,2.500000,0.01501,354.09308,4479.41443
0.5000,8.9290,2.550000,0.01578,392.84684,5034.86261
0.5000,8.4960,2.600000,0.01658,436.54124,5665.49085
0.5000,8.0830,2.650000,0.01855,633.15971,6868.43038
0.5000,7.6900,2.700000,0.01949,684.93603,7650.18014
0.5000,7.3160,2.750000,0.02048,742.90669,8540.2609
0.5000,6.9600,2.800000,0.02151,807.51459,9553.98241
0.5000,6.6210,2.850000,0.02259,879.64581,10709.08721
0.5000,6.2990,2.900000,0.02373,959.88842,12021.84276
0.5000,5.9920,2.950000,0.02492,1048.86411,13519.37914
0.5000,5.7000,3.000000,0.02616,1146.97943,15223.87061
0.6000,174.3000,-3.000000,0.02541,876.67964,12523.14662
0.6000,174.0080,-2.950000,0.02419,798.2372,11122.98945
0.6000,173.7010,-2.900000,0.02303,727.43873,9892.30137
0.6000,173.3790,-2.850000,0.02193,663.95787,8813.0579
0.6000,173.0400,-2.800000,0.02087,606.9287,7863.10761
0.6000,172.6840,-2.750000,0.01986,556.01255,7029.1896
0.6000,172.3100,-2.700000,0.0189,510.53174,6296.79981
0.6000,171.9170,-2.650000,0.01798,470.06424,5653.41117
0.6000,171.5040,-2.600000,0.01595,322.68685,4667.11192
0.6000,171.0710,-2.550000,0.01518,291.50957,4148.0513
0.6000,170.6150,-2.500000,0.01444,264.99669,3690.80659
0.6000,170.1360,-2.450000,0.01374,243.54325,3289.18494
0.6000,169.6330,-2.400000,0.01307,226.45394,2936.57557
0.6000,169.1040,-2.350000,0.01244,213.74511,2626.60742
0.6000,168.5490,-2.300000,0.01183,204.81454,2354.83368
0.6000,167.9670,-2.250000,0.01126,198.29451,2116.64842
0.6000,167.3540,-2.200000,0.01071,192.78835,1907.0431
0.6000,166.7120,-2.150000,0.01019,189.22483,1723.6639
0.6000,166.0370,-2.100000,0.00969,186.96525,1562.59977
0.6000,165.3290,-2.050000,0.00922,185.57177,1421.48637
0.6000,164.5850,-2.000000,0.00812,176.87557,1020.97646
0.6000,163.8050,-1.950000,0.00768,175.30587,903.21694
0.6000,162.9870,-1.900000,0.00727,173.48187,799.48006
0.6000,162.1280,-1.850000,0.00689,170.87403,707.95063
0.6000,161.2280,-1.800000,0.0077,170.15253,667.28061
0.6000,160.2840,-1.750000,0.00769,163.58239,555.51352
0.6000,159.2940,-1.700000,0.00726,158.89751,492.85273
0.6000,158.2570,-1.650000,0.00685,153.37214,437.63029
0.6000,157.1710,-1.600000,0.00646,147.53845,388.94923
0.6000,156.0340,-1.550000,0.00653,139.86399,364.99806
0.6000,154.8430,-1.500000,0.00776,131.85421,321.13055
0.6000,153.5980,-1.450000,0.00728,124.73844,286.37694
0.6000,152.2950,-1.400000,0.00683,117.38608,255.69358
0.6000,150.9330,-1.350000,0.00641,110.23798,228.623
0.6000,149.5110,-1.300000,0.00601,103.20017,204.75143
0.6000,148.0250,-1.250000,0.00546,94.1316,182.66955
0.6000,146.4760,-1.200000,0.00678,92.3399,161.99209
0.6000,144.8610,-1.150000,0.00629,86.84293,145.89238
0.6000,143.1780,-1.100000,0.00583,81.78901,131.68006
0.6000,141.4260,-1.050000,0.00541,77.04388,119.13773
0.6000,139.6050,-1.000000,0.00502,72.69901,108.07704
0.6000,137.7130,-0.950000,0.00481,67.47459,100.21467
0.6000,135.7500,-0.900000,0.0141,69.43812,90.37656
0.6000,133.7150,-0.850000,0.00405,60.58661,83.72165
0.6000,131.6080,-0.800000,0.00398,57.60882,76.91171
0.6000,129.4310,-0.750000,0.00391,54.89816,70.91958
0.6000,127.1830,-0.700000,0.00385,52.43463,65.64794
0.6000,124.8670,-0.650000,0.00379,50.20416,61.02034
0.6000,122.4830,-0.600000,0.00373,48.19062,56.96306
0.6000,120.0340,-0.550000,0.00368,46.38183,53.41681
0.6000,117.5240,-0.500000,0.00364,44.76696,50.33029
0.6000,114.9550,-0.450000,0.00359,43.33477,47.65622
0.6000,112.3310,-0.400000,0.00356,42.0763,45.356
0.6000,109.6560,-0.350000,0.00352,40.9835,43.39641
0.6000,106.9370,-0.300000,0.0035,40.05027,41.75097
0.6000,104.1770,-0.250000,0.00347,39.2699,40.39498
0.6000,101.3840,-0.200000,0.00345,38.63812,39.3106
0.6000,98.5620,-0.150000,0.00344,38.1505,38.48197
0.6000,95.7200,-0.100000,0.00343,37.80442,37.89843
0.6000,92.8640,-0.050000,0.00342,37.59754,37.55164
0.6000,90.0000,0.000000,0.00342,37.52854,37.195
0.6000,87.1360,0.050000,0.00342,37.59765,38.27738
0.6000,84.2800,0.100000,0.00343,37.80465,38.62654
0.6000,81.4380,0.150000,0.00344,38.15085,39.21419
0.6000,78.6160,0.200000,0.00345,38.63862,40.04861
0.6000,75.8230,0.250000,0.00347,39.27056,41.14037
0.6000,73.0630,0.300000,0.0035,40.05112,42.50524
0.6000,70.3440,0.350000,0.00352,40.98457,44.16091
0.6000,67.6690,0.400000,0.00356,42.07763,46.13193
0.6000,65.0450,0.450000,0.00359,43.33639,48.44455
0.6000,62.4760,0.500000,0.00364,44.76892,51.13177
0.6000,59.9660,0.550000,0.00368,46.38417,54.23193
0.6000,57.5170,0.600000,0.00373,48.19339,57.79204
0.6000,55.1330,0.650000,0.00379,50.20741,61.8631
0.6000,52.8170,0.700000,0.00385,52.43839,66.50414
0.6000,50.5690,0.750000,0.00391,54.90246,71.78863
0.6000,48.3920,0.800000,0.00398,57.6137,77.7928
0.6000,46.2850,0.850000,0.00405,60.59209,84.6138
0.6000,44.2500,0.900000,0.0141,69.43982,91.28947
0.6000,42.2870,0.950000,0.00482,67.48131,101.12541
0.6000,40.3950,1.000000,0.00501,72.69404,108.78549
0.6000,38.5740,1.050000,0.0054,77.03788,119.85642
0.6000,36.8220,1.100000,0.00582,81.78207,132.40792
0.6000,35.1390,1.150000,0.00628,86.83574,146.62842
0.6000,33.5240,1.200000,0.00677,92.33196,162.73542
0.6000,31.9750,1.250000,0.00547,94.11325,181.45875
0.6000,30.4890,1.300000,0.00601,103.20985,205.69231
0.6000,29.0670,1.350000,0.00641,110.24706,229.56566
0.6000,27.7050,1.400000,0.00683,117.39451,256.63737
0.6000,26.4020,1.450000,0.00728,124.74653,287.32127
0.6000,25.1570,1.500000,0.00776,131.86373,322.07493
0.6000,23.9660,1.550000,0.00653,139.87325,364.49356
0.6000,22.8290,1.600000,0.00646,147.54375,390.47878
0.6000,21.7430,1.650000,0.00685,153.39057,439.16069
0.6000,20.7060,1.700000,0.00725,158.91717,494.38325
0.6000,19.7160,1.750000,0.00769,163.61818,557.04348
0.6000,18.7720,1.800000,0.00769,170.14477,667.48843
0.6000,17.8720,1.850000,0.00689,170.88147,708.07947
0.6000,17.0130,1.900000,0.00727,173.48524,799.61367
0.6000,16.1950,1.950000,0.00768,175.31121,903.35604
0.6000,15.4150,2.000000,0.00812,176.8778,1021.12195
0.6000,14.6710,2.050000,0.00922,185.57177,1421.48637
0.6000,13.9630,2.100000,0.00969,186.96525,1562.59977
0.6000,13.2880,2.150000,0.01019,189.22483,1723.6639
0.6000,12.6460,2.200000,0.01071,192.78835,1907.0431
0.6000,12.0330,2.250000,0.01126,198.29451,2116.64842
0.6000,11.4510,2.300000,0.01183,204.81454,2354.83368
0.6000,10.8960,2.350000,0.01244,213.74511,2626.60742
0.6000,10.3670,2.400000,0.01307,226.45394,2936.57557
0.6000,9.8640,2.450000,0.01374,243.54325,3289.18494
0.6000,9.3850,2.500000,0.01444,264.99669,3690.80659
0.6000,8.9290,2.550000,0.01518,291.50957,4148.0513
0.6000,8.4960,2.600000,0.01595,322.68685,4667.11192
0.6000,8.0830,2.650000,0.01798,470.06424,5653.41117
0.6000,7.6900,2.700000,0.0189,510.53174,6296.79981
0.6000,7.3160,2.750000,0.01986,556.01255,7029.1896
0.6000,6.9600,2.800000,0.02087,606.9287,7863.10761
0.6000,6.6210,2.850000,0.02193,663.95787,8813.0579
0.6000,6.2990,2.900000,0.02303,727.43873,9892.30137
0.6000,5.9920,2.950000,0.02419,798.2372,11122.98945
0.6000,5.7000,3.000000,0.02541,876.67964,12523.14662
0.7000,174.3000,-3.000000,0.02497,693.36049,10651.2529
0.7000,174.0080,-2.950000,0.02377,628.98763,9461.14712
0.7000,173.7010,-2.900000,0.02262,571.44727,8414.85215
0.7000,173.3790,-2.850000,0.02153,519.97126,7497.13188
0.7000,173.0400,-2.800000,0.02049,474.02309,6689.21754
0.7000,172.6840,-2.750000,0.01949,433.22038,5979.88268
0.7000,172.3100,-2.700000,0.01855,396.94773,5356.83026
0.7000,171.9170,-2.650000,0.01765,365.39742,4809.43418
0.7000,171.5040,-2.600000,0.01557,255.67604,3972.46851
0.7000,171.0710,-2.550000,0.01482,234.79607,3530.89707
0.7000,170.6150,-2.500000,0.01409,218.73256,3141.88159
0.7000,170.1360,-2.450000,0.01341,206.89121,2800.16424
0.7000,169.6330,-2.400000,0.01276,198.92925,2500.12901
0.7000,169.1040,-2.350000,0.01214,193.46401,2236.36159
0.7000,168.5490,-2.300000,0.01155,189.76116,2005.08333
0.7000,167.9670,-2.250000,0.01099,186.72613,1802.37883
0.7000,167.3540,-2.200000,0.01045,185.20566,1623.98891
0.7000,166.7120,-2.150000,0.00994,184.11854,1467.91283
0.7000,166.0370,-2.100000,0.00946,183.47794,1330.82386
0.7000,165.3290,-2.050000,0.009,183.23652,1210.71119
0.7000,164.5850,-2.000000,0.00793,173.07761,869.162
0.7000,163.8050,-1.950000,0.00751,170.16622,768.92131
0.7000,162.9870,-1.900000,0.00711,166.46036,680.61582
0.7000,162.1280,-1.850000,0.00674,162.29371,602.7007
0.7000,161.2280,-1.800000,0.00829,158.67811,555.36975
0.7000,160.2840,-1.750000,0.00757,152.09751,472.81068
0.7000,159.2940,-1.700000,0.00715,145.94831,419.48518
0.7000,158.2570,-1.650000,0.00675,138.95461,372.49006
0.7000,157.1710,-1.600000,0.00637,131.13233,331.06249
0.7000,156.0340,-1.550000,0.00806,125.81679,302.13305
0.7000,154.8430,-1.500000,0.0077,115.09215,273.4174
0.7000,153.5980,-1.450000,0.00723,107.7448,243.84325
0.7000,152.2950,-1.400000,0.00679,100.67705,217.73489
0.7000,150.9330,-1.350000,0.00637,94.16711,194.70294
0.7000,149.5110,-1.300000,0.00598,88.17714,174.39516
0.7000,148.0250,-1.250000,0.00686,82.83941,157.26378
0.7000,146.4760,-1.200000,0.0068,79.20382,138.01948
0.7000,144.8610,-1.150000,0.00632,74.42422,124.32779
0.7000,143.1780,-1.100000,0.00587,70.03751,112.24288
0.7000,141.4260,-1.050000,0.00545,66.01567,101.57937
0.7000,139.6050,-1.000000,0.00507,62.33417,92.17654
0.7000,137.7130,-0.950000,0.00479,57.802,85.50876
0.7000,135.7500,-0.900000,0.01466,60.0778,77.17859
0.7000,133.7150,-0.850000,0.00404,51.92945,71.48915
0.7000,131.6080,-0.800000,0.00397,49.39292,65.69904
0.7000,129.4310,-0.750000,0.0039,47.08259,60.60269
0.7000,127.1830,-0.700000,0.00384,44.98165,56.1173
0.7000,124.8670,-0.650000,0.00378,43.07833,52.17794
0.7000,122.4830,-0.600000,0.00372,41.35912,48.72216
0.7000,120.0340,-0.550000,0.00368,39.81389,45.69985
0.7000,117.5240,-0.500000,0.00363,38.43361,43.06776
0.7000,114.9550,-0.450000,0.00359,37.20891,40.78607
0.7000,112.3310,-0.400000,0.00355,36.13232,38.82233
0.7000,109.6560,-0.350000,0.00352,35.19713,37.14859
0.7000,106.9370,-0.300000,0.00349,34.39825,35.7426
0.7000,104.1770,-0.250000,0.00347,33.73007,34.58354
0.7000,101.3840,-0.200000,0.00345,33.18901,33.6564
0.7000,98.5620,-0.150000,0.00344,32.77135,32.94777
0.7000,95.7200,-0.100000,0.00343,32.47491,32.44865
0.7000,92.8640,-0.050000,0.00342,32.2977,32.15199
0.7000,90.0000,0.000000,0.00342,32.23862,31.88535
0.7000,87.1360,0.050000,0.00342,32.29775,32.83202
0.7000,84.2800,0.100000,0.00343,32.47501,33.13121
0.7000,81.4380,0.150000,0.00344,32.77151,33.63465
0.7000,78.6160,0.200000,0.00345,33.18924,34.34937
0.7000,75.8230,0.250000,0.00347,33.73038,35.28432
0.7000,73.0630,0.300000,0.00349,34.39867,36.45282
0.7000,70.3440,0.350000,0.00352,35.19767,37.86979
0.7000,67.6690,0.400000,0.00355,36.13302,39.55593
0.7000,65.0450,0.450000,0.00359,37.2098,41.53331
0.7000,62.4760,0.500000,0.00363,38.43473,43.82966
0.7000,59.9660,0.550000,0.00368,39.81527,46.47722
0.7000,57.5170,0.600000,0.00373,41.36081,49.51552
0.7000,55.1330,0.650000,0.00378,43.08036,52.9875
0.7000,52.8170,0.700000,0.00384,44.98408,56.94295
0.7000,50.5690,0.750000,0.0039,47.08544,61.44404
0.7000,48.3920,0.800000,0.00397,49.39624,66.55538
0.7000,46.2850,0.850000,0.00404,51.93327,72.35956
0.7000,44.2500,0.900000,0.01466,60.08212,78.02881
0.7000,42.2870,0.950000,0.00479,57.80692,86.40348
0.7000,40.3950,1.000000,0.00506,62.33142,92.86354
0.7000,38.5740,1.050000,0.00544,66.01187,102.2791
0.7000,36.8220,1.100000,0.00586,70.03274,112.95399
0.7000,35.1390,1.150000,0.00631,74.41855,125.04899
0.7000,33.5240,1.200000,0.00679,79.19735,138.74959
0.7000,31.9750,1.250000,0.00687,82.84708,157.27105
0.7000,30.4890,1.300000,0.00598,88.18486,175.33333
0.7000,29.0670,1.350000,0.00637,94.17531,195.64425
0.7000,27.7050,1.400000,0.00679,100.68568,218.67849
0.7000,26.4020,1.450000,0.00723,107.75382,244.7884
0.7000,25.1570,1.500000,0.0077,115.09541,274.36348
0.7000,23.9660,1.550000,0.00805,125.79936,303.42515
0.7000,22.8290,1.600000,0.00637,131.14603,332.59075
0.7000,21.7430,1.650000,0.00675,138.96057,374.02071
0.7000,20.7060,1.700000,0.00715,145.95151,421.01728
0.7000,19.7160,1.750000,0.00757,152.10721,474.34341
0.7000,18.7720,1.800000,0.00829,158.68454,556.00401
0.7000,17.8720,1.850000,0.00674,162.29904,602.83189
0.7000,17.0130,1.900000,0.00711,166.46578,680.75203
0.7000,16.1950,1.950000,0.00751,170.17319,769.0633
0.7000,15.4150,2.000000,0.00793,173.08264,869.31072
0.7000,14.6710,2.050000,0.009,183.23652,1210.71119
0.7000,13.9630,2.100000,0.00946,183.47794,1330.82386
0.7000,13.2880,2.150000,0.00994,184.11854,1467.91283
0.7000,12.6460,2.200000,0.01045,185.20566,1623.98891
0.7000,12.0330,2.250000,0.01099,186.72613,1802.37883
0.7000,11.4510,2.300000,0.01155,189.76116,2005.08333
0.7000,10.8960,2.350000,0.01214,193.46401,2236.36159
0.7000,10.3670,2.400000,0.01276,198.92925,2500.12901
0.7000,9.8640,2.450000,0.01341,206.89121,2800.16424
0.7000,9.3850,2.500000,0.01409,218.73256,3141.88159
0.7000,8.9290,2.550000,0.01482,234.79607,3530.89707
0.7000,8.4960,2.600000,0.01557,255.67604,3972.46851
0.7000,8.0830,2.650000,0.01765,365.39742,4809.43418
0.7000,7.6900,2.700000,0.01855,396.94773,5356.83026
0.7000,7.3160,2.750000,0.01949,433.22038,5979.88268
0.7000,6.9600,2.800000,0.02049,474.02309,6689.21754
0.7000,6.6210,2.850000,0.02153,519.97126,7497.13188
0.7000,6.2990,2.900000,0.02262,571.44727,8414.85215
0.7000,5.9920,2.950000,0.02377,628.98763,9461.14712
0.7000,5.7000,3.000000,0.02497,693.36049,10651.2529
0.8000,174.3000,-3.000000,0.02468,562.73935,9273.60939
0.8000,174.0080,-2.950000,0.02349,509.43121,8237.75666
0.8000,173.7010,-2.900000,0.02235,461.8601,7326.95971
0.8000,173.3790,-2.850000,0.02127,419.78407,6527.99913
0.8000,173.0400,-2.800000,0.02024,382.68795,5824.5684
0.8000,172.6840,-2.750000,0.01926,349.72137,5206.91845
0.8000,172.3100,-2.700000,0.01833,321.31579,4664.36148
0.8000,171.9170,-2.650000,0.01744,297.18496,4187.65933
0.8000,171.5040,-2.600000,0.01532,217.91693,3460.15991
0.8000,171.0710,-2.550000,0.01458,205.5273,3075.67556
0.8000,170.6150,-2.500000,0.01387,196.70951,2736.93514
0.8000,170.1360,-2.450000,0.01319,191.17659,2439.36637
0.8000,169.6330,-2.400000,0.01255,187.5858,2178.0836
0.8000,169.1040,-2.350000,0.01194,185.38556,1948.37559
0.8000,168.5490,-2.300000,0.01136,183.85414,1746.95455
0.8000,167.9670,-2.250000,0.01081,182.92972,1570.41287
0.8000,167.3540,-2.200000,0.01028,182.09942,1415.04287
0.8000,166.7120,-2.150000,0.00978,181.5905,1279.1034
0.8000,166.0370,-2.100000,0.00931,181.21693,1159.69805
0.8000,165.3290,-2.050000,0.00885,180.92417,1055.07625
0.8000,164.5850,-2.000000,0.0078,166.95493,757.1474
0.8000,163.8050,-1.950000,0.0074,162.83419,669.82918
0.8000,162.9870,-1.900000,0.00701,158.31451,592.90707
0.8000,162.1280,-1.850000,0.00664,152.75983,525.03548
0.8000,161.2280,-1.800000,0.00821,145.42109,483.77178
0.8000,160.2840,-1.750000,0.0075,139.63677,411.79393
0.8000,159.2940,-1.700000,0.00708,131.77195,365.35552
0.8000,158.2570,-1.650000,0.00669,123.69221,324.43079
0.8000,157.1710,-1.600000,0.00632,115.92483,288.35569
0.8000,156.0340,-1.550000,0.00816,109.71696,265.13858
0.8000,154.8430,-1.500000,0.00767,100.78122,238.21541
0.8000,153.5980,-1.450000,0.0072,94.1196,212.46492
0.8000,152.2950,-1.400000,0.00677,87.97723,189.73426
0.8000,150.9330,-1.350000,0.00636,82.32031,169.68421
0.8000,149.5110,-1.300000,0.00597,77.11582,152.00787
0.8000,148.0250,-1.250000,0.00745,74.68867,139.01119
0.8000,146.4760,-1.200000,0.00684,69.3561,120.34295
0.8000,144.8610,-1.150000,0.00637,65.20802,108.42886
0.8000,143.1780,-1.100000,0.00593,61.40173,97.91407
0.8000,141.4260,-1.050000,0.00552,57.9128,88.63673
0.8000,139.6050,-1.000000,0.00514,54.71986,80.45649
0.8000,137.7130,-0.950000,0.00478,50.66351,74.67009
0.8000,135.7500,-0.900000,0.01532,53.30589,67.45882
0.8000,133.7150,-0.850000,0.00403,45.53274,62.47031
0.8000,131.6080,-0.800000,0.00396,43.31869,57.42936
0.8000,129.4310,-0.750000,0.0039,41.30091,52.99042
0.8000,127.1830,-0.700000,0.00384,39.46498,49.08156
0.8000,124.8670,-0.650000,0.00378,37.80086,45.64657
0.8000,122.4830,-0.600000,0.00373,36.29699,42.63145
0.8000,120.0340,-0.550000,0.00368,34.94473,39.99299
0.8000,117.5240,-0.500000,0.00363,33.73638,37.69394
0.8000,114.9550,-0.450000,0.00359,32.66389,35.7
0.8000,112.3310,-0.400000,0.00356,31.72086,33.98321
0.8000,109.6560,-0.350000,0.00353,30.90153,32.51946
0.8000,106.9370,-0.300000,0.0035,30.20151,31.28955
0.8000,104.1770,-0.250000,0.00348,29.61595,30.27545
0.8000,101.3840,-0.200000,0.00346,29.14176,29.46415
0.8000,98.5620,-0.150000,0.00344,28.7757,28.844
0.8000,95.7200,-0.100000,0.00343,28.51588,28.40717
0.8000,92.8640,-0.050000,0.00343,28.36057,28.1475
0.8000,90.0000,0.000000,0.00342,28.3088,27.94894
0.8000,87.1360,0.050000,0.00343,28.36058,28.78792
0.8000,84.2800,0.100000,0.00343,28.51591,29.05015
0.8000,81.4380,0.150000,0.00344,28.77575,29.49135
0.8000,78.6160,0.200000,0.00346,29.14184,30.11767
0.8000,75.8230,0.250000,0.00348,29.61607,30.93689
0.8000,73.0630,0.300000,0.0035,30.20168,31.96061
0.8000,70.3440,0.350000,0.00353,30.90177,33.2018
0.8000,67.6690,0.400000,0.00356,31.7212,34.67838
0.8000,65.0450,0.450000,0.00359,32.66434,36.40943
0.8000,62.4760,0.500000,0.00363,33.73698,38.4189
0.8000,59.9660,0.550000,0.00368,34.94551,40.73455
0.8000,57.5170,0.600000,0.00373,36.29799,43.39043
0.8000,55.1330,0.650000,0.00378,37.80211,46.42349
0.8000,52.8170,0.700000,0.00384,39.46652,49.87661
0.8000,50.5690,0.750000,0.0039,41.30279,53.80346
0.8000,48.3920,0.800000,0.00396,43.32094,58.25991
0.8000,46.2850,0.850000,0.00403,45.5354,63.31757
0.8000,44.2500,0.900000,0.01532,53.31228,68.24614
0.8000,42.2870,0.950000,0.00478,50.66713,75.54703
0.8000,40.3950,1.000000,0.00513,54.71885,81.12108
0.8000,38.5740,1.050000,0.00551,57.91074,89.31671
0.8000,36.8220,1.100000,0.00592,61.39869,98.60781
0.8000,35.1390,1.150000,0.00636,65.20407,109.1348
0.8000,33.5240,1.200000,0.00684,69.35131,121.05964
0.8000,31.9750,1.250000,0.00745,74.69085,139.10349
0.8000,30.4890,1.300000,0.00597,77.12205,152.94173
0.8000,29.0670,1.350000,0.00636,82.32702,170.62265
0.8000,27.7050,1.400000,0.00677,87.98436,190.67622
0.8000,26.4020,1.450000,0.0072,94.12711,213.40948
0.8000,25.1570,1.500000,0.00767,100.78908,239.16179
0.8000,23.9660,1.550000,0.00816,109.73907,266.1766
0.8000,22.8290,1.600000,0.00631,115.92766,289.88039
0.8000,21.7430,1.650000,0.00669,123.70023,325.95946
0.8000,20.7060,1.700000,0.00708,131.78258,366.88699
0.8000,19.7160,1.750000,0.00749,139.64245,413.32721
0.8000,18.7720,1.800000,0.00821,145.42304,484.40618
0.8000,17.8720,1.850000,0.00664,152.75875,525.16841
0.8000,17.0130,1.900000,0.00701,158.31427,593.04521
0.8000,16.1950,1.950000,0.0074,162.83938,669.9733
0.8000,15.4150,2.000000,0.0078,166.95893,757.29851
0.8000,14.6710,2.050000,0.00885,180.92417,1055.07625
0.8000,13.9630,2.100000,0.00931,181.21693,1159.69805
0.8000,13.2880,2.150000,0.00978,181.5905,1279.1034
0.8000,12.6460,2.200000,0.01028,182.09942,1415.04287
0.8000,12.0330,2.250000,0.01081,182.92972,1570.41287
0.8000,11.4510,2.300000,0.01136,183.85414,1746.95455
0.8000,10.8960,2.350000,0.01194,185.38556,1948.37559
0.8000,10.3670,2.400000,0.01255,187.5858,2178.0836
0.8000,9.8640,2.450000,0.01319,191.17659,2439.36637
0.8000,9.3850,2.500000,0.01387,196.70951,2736.93514
0.8000,8.9290,2.550000,0.01458,205.5273,3075.67556
0.8000,8.4960,2.600000,0.01532,217.91693,3460.15991
0.8000,8.0830,2.650000,0.01744,297.18496,4187.65933
0.8000,7.6900,2.700000,0.01833,321.31579,4664.36148
0.8000,7.3160,2.750000,0.01926,349.72137,5206.91845
0.8000,6.9600,2.800000,0.02024,382.68795,5824.5684
0.8000,6.6210,2.850000,0.02127,419.78407,6527.99913
0.8000,6.2990,2.900000,0.02235,461.8601,7326.95971
0.8000,5.9920,2.950000,0.02349,509.43121,8237.75666
0.8000,5.7000,3.000000,0.02468,562.73935,9273.60939
0.9000,174.3000,-3.000000,0.02449,467.02187,8215.52687
0.9000,174.0080,-2.950000,0.02331,422.29438,7298.00274
0.9000,173.7010,-2.900000,0.02218,382.84512,6491.18754
0.9000,173.3790,-2.850000,0.0211,348.67635,5783.39459
0.9000,173.0400,-2.800000,0.02008,318.64547,5160.19602
0.9000,172.6840,-2.750000,0.0191,292.80392,4612.96842
0.9000,172.3100,-2.700000,0.01817,271.1245,4132.2531
0.9000,171.9170,-2.650000,0.01729,253.10903,3709.87288
0.9000,171.5040,-2.600000,0.01515,198.31568,3066.19617
